Name1,Name2,Set,Card_type1,Card_type2,Mana_Cost1,Mana_Cost2,Mana_Value1,Mana_Value2,Color,Rarity,Price
Dead Drop,,KTK,Sorcery,,9B,,10.0,0.0,B,U,0.09
Deadeye Brawler,,RIX,Creature,,2UB,,4.0,0.0,UB,U,0.12
Deadeye Harpooner,,AER,Creature,,2W,,3.0,0.0,W,U,0.06
Deadeye Navigator,,MM3,Creature,,4UU,,6.0,0.0,U,R,7.36
Deadeye Plunderers,,XLN,Creature,,3UB,,5.0,0.0,UB,U,0.19
Deadeye Quartermaster,,XLN,Creature,,3U,,4.0,0.0,U,U,0.19
Deadeye Rig-Hauler,,RIX,Creature,,3U,,4.0,0.0,U,C,0.05
Deadeye Tormentor,,XLN,Creature,,2B,,3.0,0.0,B,C,0.06
Deadeye Tracker,,XLN,Creature,,B,,1.0,0.0,B,R,0.65
Deadfall,,LEG,Enchantment,,2G,,3.0,0.0,G,U,3.58
Dead,Gone,TSR,Instant,Instant,R,2R,1.0,3.0,R,C,0.28
Dead-Iron Sledge,,MRD,Artifact,,1,,1.0,0.0,C,U,0.21
Deadlock Trap,,KLD,Artifact,,3,,3.0,0.0,C,R,0.18
Deadly Alliance,,ZNR,Instant,,4B,,5.0,0.0,B,C,0.04
Deadly Allure,,DKA,Sorcery,,B,,1.0,0.0,BG,U,0.14
Deadly Brew,,STX,Sorcery,,BG,,2.0,0.0,BG,U,0.18
Deadly Designs,,A25,Enchantment,,1B,,2.0,0.0,B,U,0.1
Deadly Dispute,,CLB,Instant,,1B,,2.0,0.0,B,C,2.28
Deadly Grub,,TSR,Creature,,2B,,3.0,0.0,B,C,0.04
Deadly Insect,,MMQ,Creature,,4G,,5.0,0.0,G,C,0.17
Deadly Plot,,J22,Instant,,3B,,4.0,0.0,B,U,0.19
Deadly Recluse,,2X2,Creature,,1G,,2.0,0.0,G,C,0.12
Deadly Riposte,,BRO,Instant,,1W,,2.0,0.0,W,C,0.04
Deadly Rollick,,C20,Instant,,3B,,4.0,0.0,B,R,43.35
Deadly Tempest,,C21,Sorcery,,4BB,,6.0,0.0,B,R,0.44
Deadly Visit,,GRN,Sorcery,,3BB,,5.0,0.0,B,C,0.04
Deadly Wanderings,,DTK,Enchantment,,3BB,,5.0,0.0,B,U,0.06
Dead Man's Chest,,AFC,Enchantment,,1B,,2.0,0.0,B,R,0.77
Dead of Winter,,MH1,Sorcery,,2B,,3.0,0.0,B,R,0.43
Dead Reckoning,,WWK,Sorcery,,1BB,,3.0,0.0,B,C,0.1
Dead Reveler,,IMA,Creature,,2B,,3.0,0.0,B,C,0.06
Dead Revels,,RNA,Sorcery,,3B,,4.0,0.0,B,C,0.04
Dead Ringers,,APC,Sorcery,,4B,,5.0,0.0,B,C,0.15
Deadshot,,TPR,Sorcery,,3R,,4.0,0.0,R,U,0.28
Deadshot Minotaur,,ARB,Creature,,3RG,,5.0,0.0,RG,C,0.15
Dead Weight,,IKO,Enchantment,,B,,1.0,0.0,B,C,0.05
Deadwood Treefolk,,C13,Creature,,5G,,6.0,0.0,G,U,0.17
Deafening Clarion,,GRN,Sorcery,,1RW,,3.0,0.0,WR,R,0.69
Deafening Silence,,ELD,Enchantment,,W,,1.0,0.0,W,U,1.17
Deal Broker,,CNS,Creature Artifact,,3,,3.0,0.0,C,R,0.52
Deal Gone Bad,,SNC,Instant,,3B,,4.0,0.0,B,C,0.01
Dearly Departed,,MIC,Creature,,4WW,,6.0,0.0,W,R,0.1
Death Baron,,MIC,Creature,,1BB,,3.0,0.0,B,R,4.66
Deathbellow Raider,,THS,Creature,,1R,,2.0,0.0,BR,C,0.05
Deathbellow War Cry,,THB,Sorcery,,5RRR,,8.0,0.0,R,R,2.5
Deathbloom Gardener,,DMU,Creature,,2G,,3.0,0.0,G,C,0.06
Deathbloom Ritualist,,BRO,Creature,,3BG,,5.0,0.0,BG,R,1.02
Deathbloom Thallid,,M21,Creature,,2B,,3.0,0.0,B,C,0.11
Death Bomb,,PLS,Instant,,3B,,4.0,0.0,B,C,0.15
Deathbonnet Sprout,Deathbonnet Hulk,MID,Creature,Creature,G,,1.0,0.0,G,U,0.2
Deathbringer Liege,,2X2,Creature,,2W/BW/BW/B,,8.0,0.0,WB,R,1.62
Deathbringer Regent,,NCC,Creature,,5BB,,7.0,0.0,B,R,0.26
Deathbringer Thoctar,,C13,Creature,,4BR,,6.0,0.0,BR,R,0.54
Death by Dragons,,CMA,Sorcery,,4RR,,6.0,0.0,R,U,0.23
Deathcap Cultivator,,SOI,Creature,,1G,,2.0,0.0,BG,R,0.56
Deathcap Glade,,VOW,Land,,,,0.0,0.0,BG,R,6.3
Death Charmer,,PCY,Creature,,2B,,3.0,0.0,B,C,0.15
Death Cloud,,MMA,Sorcery,,XBBB,,3.0,0.0,B,R,4.56
Deathcoil Wurm,,ME4,Creature,,6GG,,8.0,0.0,G,R,8.23
Death Cultist,,ROE,Creature,,B,,1.0,0.0,B,C,0.18
Deathcult Rogue,,GTC,Creature,,1U/BU/B,,5.0,0.0,UB,C,0.07
Deathcurse Ogre,,CHK,Creature,,5B,,6.0,0.0,B,C,0.11
Death Denied,,UMA,Instant,,XBB,,2.0,0.0,B,C,0.14
Deathforge Shaman,,CNS,Creature,,4R,,5.0,0.0,R,U,0.13
Death Frenzy,,KTK,Sorcery,,3BG,,5.0,0.0,BG,U,0.09
Deathgaze Cockatrice,,M14,Creature,,2BB,,4.0,0.0,B,C,0.09
Deathgazer,,9ED,Creature,,3B,,4.0,0.0,B,U,0.18
Deathgorge Scavenger,,XLN,Creature,,2G,,3.0,0.0,G,R,1.08
Death Grasp,,C15,Sorcery,,XWB,,2.0,0.0,WB,R,0.28
Deathgreeter,,GVL,Creature,,B,,1.0,0.0,B,C,1.54
Deathgrip,,ME4,Enchantment,,BB,,2.0,0.0,B,R,4.08
Death-Hood Cobra,,2XM,Creature,,1G,,2.0,0.0,G,C,0.1
Death Kiss,,CLB,Creature,,5R,,6.0,0.0,R,R,0.18
Deathknell Berserker,,KHM,Creature,,1B,,2.0,0.0,B,C,0.02
Deathknell Kami,,SOK,Creature,,1B,,2.0,0.0,B,C,0.14
Deathlace,,4ED,Instant,,B,,1.0,0.0,B,R,12.16
"Deathleaper, Terror Weapon",,40K,Creature,,2RG,,4.0,0.0,RG,R,0.98
Deathless Ancient,,XLN,Creature,,4BB,,6.0,0.0,B,U,0.04
Deathless Angel,,ROE,Creature,,4WW,,6.0,0.0,W,R,8.93
Deathless Behemoth,,BFZ,Creature,,6,,6.0,0.0,C,U,0.16
Deathless Knight,,ELD,Creature,,B/GB/GB/GB/G,,8.0,0.0,BG,U,0.06
Deathmark,,MM2,Sorcery,,B,,1.0,0.0,B,U,0.15
Deathmark Prelate,,LGN,Creature,,3B,,4.0,0.0,B,U,0.18
Death-Mask Duplicant,,DST,Creature Artifact,,7,,7.0,0.0,C,U,0.11
Deathmask Nezumi,,SOK,Creature,,2B,,3.0,0.0,B,C,0.13
Death Match,,ONS,Enchantment,,3B,,4.0,0.0,B,R,0.46
Deathmist Raptor,,C19,Creature,,1GG,,3.0,0.0,G,M,0.34
Death Mutation,,CMD,Sorcery,,6BG,,8.0,0.0,BG,U,0.26
Death of a Thousand Stings,,SOK,Instant,,4B,,5.0,0.0,B,C,0.11
Death or Glory,,INV,Sorcery,,4W,,5.0,0.0,W,R,0.35
Deathpact Angel,,GTC,Creature,,3WBB,,6.0,0.0,WB,M,0.61
Death Pit Offering,,8ED,Enchantment,,2BB,,4.0,0.0,B,R,0.32
Death Pits of Rath,,TPR,Enchantment,,3BB,,5.0,0.0,B,R,1.67
Death-Priest of Myrkul,,AFR,Creature,,2BB,,4.0,0.0,B,U,0.08
Death Pulse,,ONS,Instant,,2BB,,4.0,0.0,B,U,0.18
Death Rattle,,MMA,Instant,,5B,,6.0,0.0,B,U,0.18
Deathreap Ritual,,NCC,Enchantment,,2BG,,4.0,0.0,BG,U,0.25
Deathrender,,CNS,Artifact,,4,,4.0,0.0,C,R,4.38
Deathrite Shaman,,EMA,Creature,,B/G,,2.0,0.0,BG,R,6.14
Death's Approach,,JMP,Enchantment,,B,,1.0,0.0,B,C,0.06
Death's Caress,,DKA,Sorcery,,3BB,,5.0,0.0,B,C,0.04
Death's Duet,,TPR,Sorcery,,2B,,3.0,0.0,B,C,0.12
Death's-Head Buzzard,,A25,Creature,,1BB,,3.0,0.0,B,C,0.1
Death's Oasis,,IKO,Enchantment,,WBG,,3.0,0.0,WBG,R,0.36
Death Spark,,ME2,Instant,,R,,1.0,0.0,R,C,0.24
Death Speakers,,ME1,Creature,,W,,1.0,0.0,W,C,0.22
Deathspore Thallid,,TSR,Creature,,1B,,2.0,0.0,B,C,0.13
Death's Presence,,MIC,Enchantment,,5G,,6.0,0.0,G,R,0.28
Deathsprout,,C20,Instant,,1BBG,,4.0,0.0,BG,U,0.34
Death's Shadow,,2XM,Creature,,B,,1.0,0.0,B,R,7.0
Death Stroke,,TPR,Sorcery,,BB,,2.0,0.0,B,C,0.18
Death Tyrant,,AFC,Creature,,4B,,5.0,0.0,B,R,1.1
Death Ward,,ME1,Instant,,W,,1.0,0.0,W,C,4.15
Death Watch,,VIS,Enchantment,,B,,1.0,0.0,B,C,0.21
Death Wind,,CN2,Instant,,XB,,1.0,0.0,B,C,0.1
Death Wish,,JUD,Sorcery,,1BB,,3.0,0.0,B,R,0.4
Debilitating Injury,,KTK,Enchantment,,1B,,2.0,0.0,B,C,0.12
Debt of Loyalty,,WTH,Instant,,1WW,,3.0,0.0,W,R,9.24
Debtors' Knell,,C21,Enchantment,,4W/BW/BW/B,,10.0,0.0,WB,R,0.57
Debtor's Pulpit,,GTC,Enchantment,,4W,,5.0,0.0,W,U,0.07
Debtors' Transport,,RNA,Creature,,5B,,6.0,0.0,B,C,0.02
Debt to the Deathless,,DGM,Sorcery,,XWWBB,,4.0,0.0,WB,U,0.43
Debt to the Kami,,NEO,Instant,,2B,,3.0,0.0,B,C,0.06
Decanter of Endless Water,,CLB,Artifact,,3,,3.0,0.0,C,C,1.52
Decaying Soil,,ODY,Enchantment,,1BB,,3.0,0.0,B,R,0.43
Deceiver Exarch,,CMA,Creature,,2U,,3.0,0.0,U,U,0.24
Deceiver of Form,,OGW,Creature,,6C,,6.0,0.0,C,R,1.36
Deception,,PTK,Sorcery,,2B,,3.0,0.0,B,C,2.29
Decimate,,NEC,Sorcery,,2RG,,4.0,0.0,RG,R,1.9
Decimator Beetle,,AKH,Creature,,3BG,,5.0,0.0,BG,U,0.08
Decimator of the Provinces,,EMN,Creature,,10,,1.0,0.0,G,M,4.3
Decimator Web,,MBS,Artifact,,4,,4.0,0.0,C,R,0.35
Decision Paralysis,,GN2,Instant,,3U,,4.0,0.0,U,C,0.05
Decisive Denial,,STX,Instant,,GU,,2.0,0.0,UG,U,0.25
Declaration in Stone,,NCC,Sorcery,,1W,,2.0,0.0,W,R,0.55
Declaration of Naught,,MOR,Enchantment,,UU,,2.0,0.0,U,R,1.55
Declare Dominance,,M19,Sorcery,,3GG,,5.0,0.0,G,U,0.16
Decoction Module,,KLD,Artifact,,2,,2.0,0.0,C,U,0.11
Decommission,,AER,Instant,,2W,,3.0,0.0,W,C,0.06
Decompose,,DDK,Sorcery,,1B,,2.0,0.0,B,U,0.15
Decomposition,,MIR,Enchantment,,1G,,2.0,0.0,G,U,0.22
Deconstruct,,MRD,Sorcery,,2G,,3.0,0.0,G,C,0.13
Decorated Champion,,BBD,Creature,,1G,,2.0,0.0,G,U,0.26
Decorated Griffin,,THS,Creature,,4W,,5.0,0.0,W,U,0.05
Decoy Gambit,,C20,Instant,,2U,,3.0,0.0,U,R,0.15
Decree of Annihilation,,SCG,Sorcery,,8RR,,10.0,0.0,R,R,2.71
Decree of Justice,,C20,Sorcery,,XX2WW,,4.0,0.0,W,R,0.19
Decree of Pain,,C17,Sorcery,,6BB,,8.0,0.0,B,R,3.05
Decree of Savagery,,AFC,Instant,,7GG,,9.0,0.0,G,R,0.34
Decree of Silence,,SCG,Enchantment,,6UU,,8.0,0.0,U,R,8.42
Dedicated Martyr,,ODY,Creature,,W,,1.0,0.0,W,C,0.06
"Deekah, Fractal Theorist",,C21,Creature,,4U,,5.0,0.0,U,R,4.5
"Dee Kay, Finder of the Lost",,UNF,Creature,,1UB,,3.0,0.0,UB,U,0.54
Deem Worthy,,AKH,Instant,,4R,,5.0,0.0,R,U,0.11
Deep Analysis,,2X2,Sorcery,,3U,,4.0,0.0,U,C,0.14
Deepcavern Imp,,TSR,Creature,,2B,,3.0,0.0,B,C,0.06
Deepchannel Mentor,,SHM,Creature,,5U,,6.0,0.0,U,U,5.45
Deepfathom Skulker,,OGW,Creature,,5U,,6.0,0.0,U,R,0.64
Deepfire Elemental,,C13,Creature,,4BR,,6.0,0.0,BR,U,0.11
Deep Forest Hermit,,MH1,Creature,,3GG,,5.0,0.0,G,R,1.6
Deep Freeze,,DOM,Enchantment,,2U,,3.0,0.0,U,C,0.08
Deep-Fried Plague Myr,,SUN,,,,,0.0,0.0,C,C,0.18
Deepglow Skate,,2XM,Creature,,4U,,5.0,0.0,U,R,2.8
Deep Gnome Terramancer,,CLB,Creature,,1W,,2.0,0.0,W,R,4.8
Deep Reconnaissance,,ODY,Sorcery,,2G,,3.0,0.0,G,U,0.2
Deeproot Champion,,XLN,Creature,,1G,,2.0,0.0,G,R,2.25
Deeproot Elite,,RIX,Creature,,1G,,2.0,0.0,G,R,1.13
Deeproot Warrior,,XLN,Creature,,1G,,2.0,0.0,G,C,0.02
Deeproot Waters,,XLN,Enchantment,,2U,,3.0,0.0,U,U,0.27
Deep-Sea Kraken,,DDS,Creature,,7UUU,,10.0,0.0,U,R,1.32
Deep-Sea Serpent,,POR,Creature,,4UU,,6.0,0.0,U,U,0.22
Deep-Sea Terror,,ORI,Creature,,4UU,,6.0,0.0,U,C,0.04
Deep-Slumber Titan,,SHM,Creature,,2RR,,4.0,0.0,R,R,0.23
Deep Spawn,,ME2,Creature,,5UUU,,8.0,0.0,U,R,0.22
Deeptread Merrow,,LRW,Creature,,1U,,2.0,0.0,U,C,0.09
Deep Water,,DRK,Enchantment,,UU,,2.0,0.0,U,C,0.23
Deepwater Hypnotist,,BNG,Creature,,1U,,2.0,0.0,U,C,0.04
Deep Wood,,P02,Instant,,1G,,2.0,0.0,G,U,0.26
Deepwood Denizen,,MH2,Creature,,2G,,3.0,0.0,G,C,0.02
Deepwood Drummer,,MMQ,Creature,,1G,,2.0,0.0,G,C,0.08
Deepwood Elder,,MMQ,Creature,,GG,,2.0,0.0,G,R,0.23
Deepwood Ghoul,,8ED,Creature,,2B,,3.0,0.0,B,C,0.14
Deepwood Legate,,MMQ,Creature,,3B,,4.0,0.0,B,U,0.15
Deepwood Tantiv,,MMQ,Creature,,4G,,5.0,0.0,G,U,0.19
Deepwood Wolverine,,MMQ,Creature,,G,,1.0,0.0,G,C,0.1
Defabricate,,BRO,Instant,,1U,,2.0,0.0,U,U,0.15
Deface,,RNA,Sorcery,,R,,1.0,0.0,R,C,0.02
Defang,,AVR,Enchantment,,1W,,2.0,0.0,W,C,0.08
Defeat,,DTK,Sorcery,,1B,,2.0,0.0,B,C,0.05
Defender en-Vec,,NEM,Creature,,3W,,4.0,0.0,W,C,0.03
Defender of Chaos,,ULG,Creature,,2R,,3.0,0.0,R,C,0.09
Defender of Law,,ULG,Creature,,2W,,3.0,0.0,W,C,0.3
Defender of the Order,,LGN,Creature,,3W,,4.0,0.0,W,R,0.2
Defenders of Humanity,,40K,Enchantment,,X2W,,3.0,0.0,W,R,0.52
Defend the Campus,,STX,Instant,,3W,,4.0,0.0,W,C,0.02
Defend the Celestus,,MID,Instant,,2GG,,4.0,0.0,G,U,0.04
Defend the Hearth,,THS,Instant,,1G,,2.0,0.0,G,C,0.07
Defenestrate,,MID,Instant,,2B,,3.0,0.0,B,C,0.06
Defense Grid,,9ED,Artifact,,2,,2.0,0.0,C,R,23.76
Defense of the Heart,,ULG,Enchantment,,3G,,4.0,0.0,G,R,28.0
Defensive Formation,,USG,Enchantment,,W,,1.0,0.0,W,U,0.26
Defensive Maneuvers,,ONS,Instant,,3W,,4.0,0.0,W,C,0.06
Defensive Stance,,NPH,Enchantment,,U,,1.0,0.0,U,C,0.04
Defiant Bloodlord,,C21,Creature,,5BB,,7.0,0.0,B,R,1.14
Defiant Elf,,LGN,Creature,,G,,1.0,0.0,G,C,0.15
Defiant Falcon,,NEM,Creature,,1W,,2.0,0.0,W,C,0.18
Defiant Greatmaw,,AKH,Creature,,2G,,3.0,0.0,G,U,0.05
Defiant Khenra,,HOU,Creature,,1R,,2.0,0.0,R,C,0.02
Defiant Ogre,,FRF,Creature,,5R,,6.0,0.0,R,C,0.11
Defiant Salvager,,CMR,Creature,,2B,,3.0,0.0,B,C,0.02
Defiant Stand,,POR,Instant,,1W,,2.0,0.0,W,U,0.12
Defiant Strike,,M21,Instant,,W,,1.0,0.0,W,C,0.1
Defiant Vanguard,,TSB,Creature,,2W,,3.0,0.0,W,S,0.16
Defile,,MH1,Instant,,B,,1.0,0.0,B,C,0.72
Defiler of Dreams,,DMU,Creature,,3UU,,5.0,0.0,U,R,1.56
Defiler of Faith,,DMU,Creature,,3WW,,5.0,0.0,W,R,1.4
Defiler of Flesh,,DMU,Creature,,2BB,,4.0,0.0,B,R,1.09
Defiler of Instinct,,DMU,Creature,,2RR,,4.0,0.0,R,R,1.2
Defiler of Souls,,ARB,Creature,,3BBR,,6.0,0.0,BR,M,3.5
Defiler of Vigor,,DMU,Creature,,3GG,,5.0,0.0,G,R,4.97
Defiling Tears,,INV,Instant,,2B,,3.0,0.0,B,U,0.2
Deflecting Palm,,CMR,Instant,,RW,,2.0,0.0,WR,R,6.56
Deflecting Swat,,C20,Instant,,2R,,3.0,0.0,R,R,66.31
Deflection,,8ED,Instant,,3U,,4.0,0.0,U,R,0.42
Deftblade Elite,,VMA,Creature,,W,,1.0,0.0,W,C,0.25
Deft Dismissal,,AER,Instant,,3W,,4.0,0.0,W,U,0.05
Deft Duelist,,ALA,Creature,,WU,,2.0,0.0,WU,C,0.11
Defy Death,,AVR,Sorcery,,3WW,,5.0,0.0,W,U,0.22
Defy Gravity,,UMA,Instant,,U,,1.0,0.0,U,C,0.15
Dega Disciple,,APC,Creature,,W,,1.0,0.0,WBR,C,0.09
Dega Sanctuary,,APC,Enchantment,,2W,,3.0,0.0,W,U,0.22
Degavolver,,APC,Creature,,1W,,2.0,0.0,WBR,R,0.26
Deglamer,,MOR,Instant,,1G,,2.0,0.0,G,C,0.67
Dehydration,,10E,Enchantment,,3U,,4.0,0.0,U,C,0.14
Deicide,,JOU,Instant,,1W,,2.0,0.0,W,R,0.16
Deity of Scars,,EVE,Creature,,B/GB/GB/GB/GB/G,,10.0,0.0,BG,R,1.79
Déjà Vu,,P02,Sorcery,,2U,,3.0,0.0,U,C,0.2
Delay,,TSR,Instant,,1U,,2.0,0.0,U,U,1.52
Delayed Blast Fireball,,CLB,Instant,,1RR,,3.0,0.0,R,R,5.57
Delaying Shield,,ODY,Enchantment,,3W,,4.0,0.0,W,R,4.16
Deliberate,,ZNR,Instant,,1U,,2.0,0.0,U,C,0.08
Delif's Cone,,FEM,Artifact,,0,,0.0,0.0,C,C,0.24
Delif's Cube,,FEM,Artifact,,1,,1.0,0.0,C,R,1.94
"Delina, Wild Mage",,AFR,Creature,,3R,,4.0,0.0,R,R,9.24
Delirium,,MIR,Instant,,1BR,,3.0,0.0,BR,U,0.74
Delirium Skeins,,MM3,Sorcery,,2B,,3.0,0.0,B,C,0.22
Deliver Unto Evil,,WAR,Sorcery,,2B,,3.0,0.0,B,R,0.56
Delraich,,MMQ,Creature,,6B,,7.0,0.0,B,R,1.0
Deluge,,10E,Instant,,2U,,3.0,0.0,U,U,0.22
Delusions of Mediocrity,,7ED,Enchantment,,3U,,4.0,0.0,U,R,0.56
Delver of Secrets,Insectile Aberration,MID,Creature,Creature,U,,1.0,0.0,U,U,2.51
Delver's Torch,,AFR,Artifact,,1W,,2.0,0.0,W,C,0.05
Demanding Dragon,,AFC,Creature,,3RR,,5.0,0.0,R,R,1.93
Dematerialize,,ODY,Sorcery,,3U,,4.0,0.0,U,C,0.06
Dementia Bat,,NPH,Creature,,4B,,5.0,0.0,B,C,0.06
Dementia Sliver,,TSP,Creature,,3UB,,5.0,0.0,UB,U,0.22
Demigod of Revenge,,MMA,Creature,,B/RB/RB/RB/RB/R,,10.0,0.0,BR,R,2.02
Demilich,,AFR,Creature,,UUUU,,4.0,0.0,U,M,3.3
Demogorgon's Clutches,,AFR,Sorcery,,2B,,3.0,0.0,B,U,0.03
Demolish,,WAR,Sorcery,,3R,,4.0,0.0,R,C,0.03
Demolition Field,,BRO,Land,,,,0.0,0.0,C,U,0.72
Demolition Stomper,,KLD,Artifact,,6,,6.0,0.0,C,U,0.11
Demon Bolt,,CLB,Instant,,2R,,3.0,0.0,R,C,0.03
Demonfire,,JVC,Sorcery,,XR,,1.0,0.0,R,R,0.32
Demonic Appetite,,ROE,Enchantment,,B,,1.0,0.0,B,C,0.08
Demonic Bargain,,VOW,Sorcery,,2B,,3.0,0.0,B,R,0.33
Demonic Collusion,,TSP,Sorcery,,3BB,,5.0,0.0,B,R,2.31
Demonic Consultation,,ME2,Instant,,B,,1.0,0.0,B,U,12.3
Demonic Dread,,ARB,Sorcery,,1BR,,3.0,0.0,BR,C,0.17
Demonic Embrace,,M21,Enchantment,,1BB,,3.0,0.0,B,R,0.38
Demonic Gifts,,KHM,Instant,,1B,,2.0,0.0,B,C,0.16
Demonic Hordes,,ME4,Creature,,3BBB,,6.0,0.0,B,R,52.9
Demonic Lore,,CMR,Enchantment,,2B,,3.0,0.0,B,U,0.11
Demonic Pact,,ORI,Enchantment,,2BB,,4.0,0.0,B,M,1.91
Demonic Rising,,AVR,Enchantment,,3BB,,5.0,0.0,B,R,0.19
Demonic Taskmaster,,AVR,Creature,,2B,,3.0,0.0,B,U,0.19
Demonic Torment,,ME3,Enchantment,,2B,,3.0,0.0,B,C,5.26
Demonic Tourist Laser,,SUN,,,,,0.0,0.0,C,C,0.18
Demonic Tutor,,UMA,Sorcery,,1B,,2.0,0.0,B,R,74.54
Demonic Vigor,,DOM,Enchantment,,B,,1.0,0.0,B,C,0.1
Demonlord Belzenlok,,DOM,Creature,,4BB,,6.0,0.0,B,M,2.31
Demonlord of Ashmouth,,AVR,Creature,,2BB,,4.0,0.0,B,R,0.22
Demonmail Hauberk,,ISD,Artifact,,4,,4.0,0.0,C,U,0.21
Demon of Catastrophes,,M19,Creature,,2BB,,4.0,0.0,B,R,0.53
Demon of Dark Schemes,,KLD,Creature,,3BBB,,6.0,0.0,B,M,4.14
Demon of Death's Gate,,M11,Creature,,6BBB,,9.0,0.0,B,M,4.27
Demon of Loathing,,THB,Creature,,5BB,,7.0,0.0,B,R,0.22
Demon of Wailing Agonies,,C14,Creature,,3BB,,5.0,0.0,B,R,3.16
Demon's Disciple,,ZNR,Creature,,2B,,3.0,0.0,B,U,0.22
Demon's Due,,SNC,Instant,,3B,,4.0,0.0,B,C,0.03
Demon's Grasp,,DDR,Sorcery,,4B,,5.0,0.0,B,C,0.07
Demon's Herald,,ALA,Creature,,B,,1.0,0.0,B,U,0.11
Demon's Horn,,DVD,Artifact,,2,,2.0,0.0,C,U,0.25
Demon's Jester,,DVD,Creature,,3B,,4.0,0.0,B,C,0.07
Demonspine Whip,,ARB,Artifact,,BR,,2.0,0.0,BR,U,0.17
Demoralize,,ODY,Instant,,2R,,3.0,0.0,R,C,0.14
Demotion,,GRN,Enchantment,,W,,1.0,0.0,W,U,0.06
Demystify,,XLN,Instant,,W,,1.0,0.0,W,C,0.05
Denizen of the Deep,,10E,Creature,,6UU,,8.0,0.0,U,R,1.81
"Dennick, Pious Apprentice","Dennick, Pious Apparition",MID,Creature,Creature,WU,,2.0,0.0,WU,R,0.45
Den of the Bugbear,,AFR,Land,,,,0.0,0.0,R,R,31.12
Den Protector,,C19,Creature,,1G,,2.0,0.0,G,R,0.62
"Denry Klin, Editor in Chief",,NCC,Creature,,2WU,,4.0,0.0,WU,R,2.37
Dense Canopy,,SOK,Enchantment,,1G,,2.0,0.0,G,U,0.26
Dense Foliage,,6ED,Enchantment,,2G,,3.0,0.0,G,R,0.89
Deny Existence,,SOI,Instant,,2U,,3.0,0.0,U,C,0.05
Denying Wind,,PCY,Sorcery,,7UU,,9.0,0.0,U,R,0.69
Deny Reality,,PCA,Sorcery,,3UB,,5.0,0.0,UB,C,0.09
Deny the Divine,,THB,Instant,,2U,,3.0,0.0,U,C,0.03
Deny the Witch,,40K,Instant,,1WUB,,4.0,0.0,WUB,U,0.32
"Depala, Pilot Exemplar",,KLD,Creature,,1RW,,3.0,0.0,WR,R,0.93
Departed Deckhand,,JMP,Creature,,1U,,2.0,0.0,U,U,0.11
Depart the Realm,,KHM,Instant,,1U,,2.0,0.0,U,C,0.1
Deploy the Gatewatch,,EMN,Sorcery,,4WW,,6.0,0.0,W,M,2.69
Deploy to the Front,,C14,Sorcery,,5WW,,7.0,0.0,W,R,0.77
Depopulate,,SNC,Sorcery,,2WW,,4.0,0.0,W,R,0.41
Depose,Deploy,RNA,Instant,Instant,1W/U,2WU,3.0,4.0,WU,U,0.08
Deprive,,ROE,Instant,,UU,,2.0,0.0,U,C,0.24
Depth Charge Colossus,,BRO,Creature Artifact,,9,,9.0,0.0,U,C,0.05
Depths of Desire,,XLN,Instant,,2U,,3.0,0.0,U,C,0.05
Deputized Protester,,CN2,Creature,,2R,,3.0,0.0,R,C,0.08
Deputy of Acquittals,,MM3,Creature,,WU,,2.0,0.0,WU,C,0.06
Deputy of Detention,,RNA,Creature,,1WU,,3.0,0.0,WU,R,0.91
Deranged Assistant,,2X2,Creature,,1U,,2.0,0.0,U,C,0.04
Deranged Hermit,,VMA,Creature,,3GG,,5.0,0.0,G,R,68.25
Deranged Outcast,,DKA,Creature,,1G,,2.0,0.0,G,R,0.15
Deranged Whelp,,EMN,Creature,,1R,,2.0,0.0,R,U,0.1
Derelor,,ME1,Creature,,3B,,4.0,0.0,B,U,0.25
"Derevi, Empyrial Tactician",,CMA,Creature,,GWU,,3.0,0.0,WUG,M,2.47
Dermoplasm,,LGN,Creature,,2U,,3.0,0.0,U,R,0.24
Dermotaxi,,MH2,Artifact,,2,,2.0,0.0,C,R,0.33
Descendant of Kiyomaro,,SOK,Creature,,1WW,,3.0,0.0,W,U,0.11
Descendant of Masumaro,,SOK,Creature,,2G,,3.0,0.0,G,U,0.15
Descendant of Soramaro,,SOK,Creature,,3U,,4.0,0.0,U,C,0.12
Descendants' Path,,AVR,Enchantment,,2G,,3.0,0.0,G,R,8.28
Descend upon the Sinful,,C20,Sorcery,,4WW,,6.0,0.0,W,M,1.16
Descent into Avernus,,CLB,Enchantment,,2R,,3.0,0.0,R,R,1.0
Descent into Madness,,AVR,Enchantment,,3BB,,5.0,0.0,B,M,0.35
Descent of the Dragons,,DTK,Sorcery,,4RR,,6.0,0.0,R,M,3.85
Desecrated Earth,,ZEN,Sorcery,,4B,,5.0,0.0,B,C,0.03
Desecrated Tomb,,M19,Artifact,,3,,3.0,0.0,C,R,1.07
Desecration Demon,,MM3,Creature,,2BB,,4.0,0.0,B,R,0.54
Desecration Elemental,,TD2,Creature,,3B,,4.0,0.0,B,R,3.04
Desecration Plague,,JOU,Sorcery,,3G,,4.0,0.0,G,C,0.06
Desecrator Hag,,CM2,Creature,,2B/GB/G,,6.0,0.0,BG,C,0.14
Desert,,AFC,Land,,,,0.0,0.0,C,U,5.26
Desert Cerodon,,AKH,Creature,,5R,,6.0,0.0,R,C,0.1
Desert Drake,,POR,Creature,,3R,,4.0,0.0,R,U,0.23
